time	V(a)
9.45609e-03	3.06860e+02
9.45609e-03	3.07309e+02
9.45609e-03	3.07615e+02
9.45612e-03	3.07846e+02
9.55859e-03	3.07151e+02
9.55859e-03	3.05855e+02
9.55859e-03	3.00133e+02
9.55860e-03	2.80261e+02
9.55860e-03	2.72646e+02
9.55860e-03	2.69168e+02
9.55860e-03	2.65991e+02
9.55860e-03	2.63634e+02
9.55860e-03	2.58994e+02
9.55860e-03	2.44869e+02
9.55860e-03	1.37728e+02
9.55860e-03	2.47471e+01
9.55860e-03	1.56453e+01
9.55860e-03	7.07012e+00
9.55860e-03	1.53637e+00
9.55860e-03	-7.18335e-01
9.69788e-03	-7.85298e-01
9.69788e-03	9.43773e-01
9.69788e-03	1.09976e+01
9.69788e-03	5.90079e+01
9.69788e-03	1.60131e+02
9.69788e-03	2.76034e+02
9.69788e-03	2.87123e+02
9.69788e-03	2.98183e+02
9.69788e-03	3.02928e+02
9.69788e-03	3.04024e+02
9.69789e-03	3.06503e+02
9.69789e-03	3.06912e+02
9.69789e-03	3.07232e+02
9.69795e-03	3.07445e+02
9.81086e-03	3.06665e+02
9.81086e-03	3.05088e+02
9.81086e-03	2.98837e+02
9.81086e-03	2.88683e+02
9.81086e-03	2.79042e+02
9.81086e-03	2.72209e+02
9.81086e-03	2.67619e+02
9.81087e-03	2.64094e+02
9.81087e-03	2.58131e+02
9.81087e-03	2.14465e+02
9.81087e-03	1.17021e+02
9.81087e-03	3.32957e+01
9.81087e-03	3.90981e+00
9.81087e-03	-3.00563e-01
9.81087e-03	-7.59445e-01
9.93964e-03	-8.29354e-01
9.93964e-03	-6.65900e-01
9.93964e-03	4.53688e+00
9.93964e-03	4.21302e+01
9.93965e-03	1.34711e+02
9.93965e-03	2.57721e+02
9.93965e-03	2.71625e+02
9.93965e-03	2.93149e+02
9.93965e-03	3.01884e+02
9.93965e-03	3.03327e+02
9.93965e-03	3.05873e+02
9.93965e-03	3.06350e+02
9.93966e-03	3.06717e+02
9.93968e-03	3.06973e+02
1.00632e-02	3.06223e+02
1.00632e-02	3.06349e+02
1.00632e-02	3.05696e+02
1.00632e-02	2.99754e+02
1.00632e-02	2.79827e+02
1.00632e-02	2.72015e+02
1.00632e-02	2.68450e+02
1.00632e-02	2.65159e+02
1.00632e-02	2.62759e+02
1.00632e-02	2.58362e+02
1.00632e-02	1.59101e+02
1.00632e-02	3.68161e+01
1.00632e-02	2.46882e+01
